week_end_date,cbsa_code,cbsa_title,hh_rank,median_listing_price_yy,active_listing_count_yy,median_days_on_market_by_day_yy,median_days_on_market_yy,new_listing_count_yy,new_listing_share_yy,price_reduced_count_yy,price_reduced_share_yy
9/18/2021,16980,"chicago-naperville-elgin, il-in-wi",3,-4.2%,-17.9%,-4,-9.5%,-9.2%,1.2%,-18.4%,-0.1%
9/18/2021,19100,"dallas-fort worth-arlington, tx",4,10.5%,-33.8%,-10,-21.7%,-1.6%,5.1%,-19.4%,1.1%
9/18/2021,37980,"philadelphia-camden-wilmington, pa-nj-de-md",5,-6.1%,3.1%,4,9.3%,6.4%,0.4%,11.0%,0.5%
9/18/2021,47900,"washington-arlington-alexandria, dc-va-md-wv",6,-1.9%,21.2%,7,25.0%,21.2%,0.0%,48.7%,1.5%
9/18/2021,26420,"houston-the woodlands-sugar land, tx",7,8.8%,-20.5%,-9,-17.3%,-13.6%,0.8%,-2.9%,1.4%
9/18/2021,33100,"miami-fort lauderdale-west palm beach, fl",8,12.7%,-46.5%,-32,-34.4%,-12.3%,3.7%,-45.2%,-0.1%
9/18/2021,12060,"atlanta-sandy springs-roswell, ga",9,13.4%,-26.0%,-8,-18.2%,16.7%,5.9%,-17.8%,0.2%
9/18/2021,14460,"boston-cambridge-newton, ma-nh",10,0.7%,-18.3%,-3,-9.4%,-0.9%,3.0%,-26.2%,-0.8%
9/18/2021,41860,"san francisco-oakland-hayward, ca",11,-2.6%,-19.5%,-6,-17.1%,-13.2%,1.2%,-33.8%,-1.0%
9/18/2021,19820,"detroit-warren-dearborn, mi",12,-7.7%,-10.2%,-8,-21.1%,-0.9%,1.3%,10.1%,1.4%
9/18/2021,38060,"phoenix-mesa-scottsdale, az",13,14.5%,-14.9%,-5,-13.5%,1.1%,2.8%,0.8%,1.2%
9/18/2021,42660,"seattle-tacoma-bellevue, wa",14,7.2%,-37.0%,-6,-17.1%,-16.8%,4.9%,-41.7%,-0.9%
9/18/2021,33460,"minneapolis-st. paul-bloomington, mn-wi",15,0.0%,-8.1%,-4,-11.4%,-5.7%,0.4%,17.4%,1.6%
9/18/2021,40140,"riverside-san bernardino-ontario, ca",16,15.1%,-3.9%,-5,-12.2%,1.7%,0.8%,34.0%,1.8%
9/18/2021,45300,"tampa-st. petersburg-clearwater, fl",17,21.7%,-37.7%,-13,-26.0%,3.2%,6.4%,-20.7%,1.5%
9/18/2021,41740,"san diego-carlsbad, ca",18,7.1%,-2.8%,8,23.5%,-3.2%,-0.1%,4.5%,0.4%
9/18/2021,41180,"st. louis, mo-il",19,0.0%,-14.7%,-10,-17.2%,1.8%,2.1%,-8.4%,0.4%
9/18/2021,19740,"denver-aurora-lakewood, co",20,15.4%,-29.1%,-12,-34.3%,-8.5%,4.1%,-20.7%,0.5%
9/18/2021,12580,"baltimore-columbia-towson, md",21,-1.4%,-0.9%,2,5.7%,7.8%,1.1%,27.6%,2.0%
9/18/2021,38300,"pittsburgh, pa",22,-8.0%,-12.8%,-8,-14.8%,10.0%,2.4%,0.7%,1.0%
9/18/2021,38900,"portland-vancouver-hillsboro, or-wa",23,9.0%,-15.6%,-8,-18.2%,34.4%,6.2%,-7.2%,0.2%
9/18/2021,16740,"charlotte-concord-gastonia, nc-sc",24,5.7%,-27.2%,-12,-28.6%,0.3%,4.4%,-5.4%,1.5%
9/18/2021,36740,"orlando-kissimmee-sanford, fl",25,17.0%,-46.2%,-19,-32.8%,-7.3%,6.2%,-45.7%,-0.5%
9/18/2021,17460,"cleveland-elyria, oh",26,-6.1%,-0.8%,-6,-12.2%,14.8%,1.9%,11.3%,0.8%
9/18/2021,17140,"cincinnati, oh-ky-in",27,-0.9%,-5.3%,-2,-5.1%,-8.0%,-0.4%,31.8%,2.6%
9/18/2021,41700,"san antonio-new braunfels, tx",28,13.0%,-24.4%,-10,-19.2%,3.2%,3.3%,-22.4%,-0.1%
9/18/2021,40900,"sacramento--roseville--arden-arcade, ca",29,9.5%,0.3%,-2,-5.7%,-7.1%,-1.2%,30.0%,1.9%
9/18/2021,28140,"kansas city, mo-ks",30,-4.1%,-0.8%,-6,-12.2%,-1.2%,0.0%,6.7%,0.6%
9/18/2021,18140,"columbus, oh",31,-5.0%,-0.7%,-7,-22.6%,-0.2%,0.1%,12.9%,1.3%
9/18/2021,26900,"indianapolis-carmel-anderson, in",32,-1.8%,-22.7%,-7,-15.6%,-11.1%,2.0%,-30.4%,-1.2%
9/18/2021,29820,"las vegas-henderson-paradise, nv",33,24.7%,-34.2%,-10,-25.6%,-15.6%,2.6%,-19.8%,1.1%
9/18/2021,12420,"austin-round rock, tx",34,32.1%,-8.4%,-18,-39.1%,21.0%,3.6%,41.1%,3.1%
9/18/2021,34980,"nashville-davidson--murfreesboro--franklin, tn",35,12.0%,-40.1%,-12,-36.4%,-4.9%,6.5%,-14.8%,1.9%
9/18/2021,41940,"san jose-sunnyvale-santa clara, ca",36,4.3%,-25.0%,-6,-17.1%,-6.1%,3.9%,-49.7%,-2.4%
9/18/2021,47260,"virginia beach-norfolk-newport news, va-nc",37,-4.5%,-18.7%,-6,-16.7%,-7.5%,1.4%,52.0%,2.7%
9/18/2021,33340,"milwaukee-waukesha-west allis, wi",38,-12.3%,3.9%,-4,-9.8%,2.7%,-0.2%,25.4%,1.8%
9/18/2021,39300,"providence-warwick, ri-ma",39,5.1%,-10.9%,-5,-12.5%,-6.4%,0.7%,20.1%,1.7%
9/18/2021,27260,"jacksonville, fl",40,14.2%,-29.9%,-21,-35.6%,22.0%,6.4%,12.6%,3.1%
9/18/2021,36420,"oklahoma city, ok",41,4.0%,-20.2%,-5,-10.4%,-3.0%,2.2%,-20.9%,-0.2%
9/18/2021,31140,"louisville/jefferson county, ky-in",42,-5.6%,-3.3%,-6,-17.1%,15.8%,2.6%,19.9%,1.4%
9/18/2021,32820,"memphis, tn-ms-ar",43,-1.9%,-13.5%,-7,-15.2%,10.6%,3.2%,0.0%,0.7%
9/18/2021,35380,"new orleans-metairie, la",44,4.3%,-9.2%,-1,-1.6%,-26.5%,-1.5%,-36.8%,-1.8%
9/18/2021,40060,"richmond, va",45,-2.2%,-18.2%,-7,-14.6%,-7.6%,1.7%,24.8%,2.1%
9/18/2021,15380,"buffalo-cheektowaga-niagara falls, ny",46,0.0%,-6.5%,2,4.7%,5.2%,1.7%,-22.5%,-1.4%
9/18/2021,25540,"hartford-west hartford-east hartford, ct",47,13.0%,-57.1%,2,4.9%,-21.7%,6.7%,-22.9%,2.6%
9/18/2021,39580,"raleigh, nc",48,9.0%,-51.7%,-31,-63.3%,1.2%,10.9%,-43.8%,0.1%
9/18/2021,13820,"birmingham-hoover, al",49,-1.4%,-26.1%,-5,-9.6%,-7.6%,2.5%,0.0%,1.4%
9/18/2021,40380,"rochester, ny",50,-2.3%,-21.1%,-5,-19.2%,0.3%,3.7%,-29.6%,-0.9%
9/18/2021,46060,"tucson, az",51,12.5%,-2.5%,-9,-20.9%,21.2%,3.1%,32.0%,2.2%
9/18/2021,41620,"salt lake city, ut",52,13.1%,-6.8%,-9,-29.0%,-11.2%,-0.8%,48.1%,4.5%
9/18/2021,24340,"grand rapids-wyoming, mi",53,3.3%,-24.9%,-7,-16.3%,-7.4%,3.2%,-24.6%,-0.2%
9/18/2021,46140,"tulsa, ok",54,-5.6%,-21.4%,-8,-16.3%,-10.0%,1.6%,-4.6%,1.3%
9/18/2021,10580,"albany-schenectady-troy, ny",55,-3.2%,-26.4%,0,0.0%,-15.2%,1.4%,-12.3%,1.0%
9/18/2021,10740,"albuquerque, nm",56,10.9%,-22.3%,-3,-6.7%,-2.2%,3.2%,-12.6%,0.7%
9/18/2021,49340,"worcester, ma-ct",57,9.2%,-12.8%,-1,-3.2%,-10.3%,0.4%,-8.0%,0.3%
9/18/2021,36540,"omaha-council bluffs, ne-ia",58,-6.1%,-16.2%,-9,-20.0%,-6.6%,1.6%,-5.7%,0.5%
9/18/2021,28940,"knoxville, tn",59,1.6%,-19.6%,-11,-20.8%,15.4%,4.3%,4.1%,1.7%
9/18/2021,14860,"bridgeport-stamford-norwalk, ct",60,18.5%,-50.6%,5,9.1%,-51.5%,-0.2%,-16.2%,2.5%
9/18/2021,24860,"greenville-anderson-mauldin, sc",61,12.5%,-35.2%,-15,-25.4%,2.8%,4.7%,-36.1%,-0.5%
9/18/2021,35300,"new haven-milford, ct",62,16.1%,-54.3%,-2,-4.9%,-26.4%,4.7%,2.4%,4.1%
9/18/2021,35840,"north port-sarasota-bradenton, fl",63,25.6%,-63.7%,-26,-40.0%,-17.3%,9.1%,-60.8%,-0.2%
9/18/2021,19380,"dayton, oh",64,-3.3%,-4.1%,-4,-10.8%,9.4%,1.9%,-14.5%,-1.3%
9/18/2021,46520,"urban honolulu, hi",65,15.5%,-20.9%,-20,-30.8%,12.3%,2.3%,-19.5%,0.0%
9/18/2021,10900,"allentown-bethlehem-easton, pa-nj",66,5.7%,-5.6%,5,15.2%,-15.4%,-1.5%,4.2%,0.7%
9/18/2021,12940,"baton rouge, la",67,9.0%,-45.0%,-14,-17.5%,-18.6%,2.9%,-35.2%,0.7%
9/18/2021,17900,"columbia, sc",68,10.0%,-25.2%,-11,-30.6%,7.7%,4.6%,-27.0%,-0.5%
9/18/2021,24660,"greensboro-high point, nc",69,-11.4%,-14.1%,-17,-32.1%,5.5%,2.9%,18.6%,2.0%
9/18/2021,23420,"fresno, ca",70,14.0%,7.1%,0,0.0%,1.0%,-0.9%,1.8%,-0.2%
9/18/2021,30780,"little rock-north little rock-conway, ar",71,3.6%,-25.2%,-3,-6.7%,-4.8%,2.7%,-50.7%,-3.4%
9/18/2021,16700,"charleston-north charleston, sc",72,-0.5%,-47.4%,-26,-42.6%,-17.1%,5.0%,-45.0%,-0.1%
9/18/2021,10420,"akron, oh",73,2.8%,6.6%,-7,-15.9%,5.6%,-0.1%,24.5%,1.6%
9/18/2021,15980,"cape coral-fort myers, fl",74,18.0%,-61.4%,-30,-40.5%,-18.4%,7.4%,-43.2%,1.4%
9/18/2021,21340,"el paso, tx",75,15.3%,-22.1%,-2,-4.3%,-1.9%,2.3%,-18.5%,0.1%
9/18/2021,37100,"oxnard-thousand oaks-ventura, ca",76,5.8%,-5.9%,24,133.3%,-0.5%,0.8%,-3.2%,0.1%
9/18/2021,17820,"colorado springs, co",77,10.1%,-3.7%,-12,-36.4%,22.5%,4.0%,31.3%,1.8%
9/18/2021,31540,"madison, wi",78,1.4%,-13.3%,-9,-18.4%,-7.9%,0.8%,1.2%,1.0%
9/18/2021,12540,"bakersfield, ca",79,6.4%,1.4%,0,0.0%,4.1%,0.4%,-2.2%,-0.2%
9/18/2021,45060,"syracuse, ny",80,-5.0%,-10.4%,-5,-7.8%,-14.0%,-0.5%,15.4%,1.5%
9/18/2021,49180,"winston-salem, nc",81,-10.2%,-16.7%,-9,-18.8%,14.1%,4.1%,25.0%,2.2%
9/18/2021,19660,"deltona-daytona beach-ormond beach, fl",82,20.9%,-33.6%,-21,-35.0%,-2.8%,4.1%,6.5%,2.8%
9/18/2021,48620,"wichita, ks",83,-12.5%,-8.4%,-3,-6.7%,4.8%,1.6%,-14.3%,-0.8%
9/18/2021,45780,"toledo, oh",84,-10.2%,4.1%,-7,-16.3%,16.3%,1.5%,-19.5%,-3.7%
9/18/2021,14260,"boise city, id",85,29.3%,139.1%,-4,-10.3%,61.1%,-5.8%,919.5%,12.6%
9/18/2021,44140,"springfield, ma",86,-6.9%,-18.6%,-13,-29.5%,7.2%,3.9%,-26.7%,-0.9%
9/18/2021,19780,"des moines-west des moines, ia",87,11.1%,-25.0%,-1,-1.8%,-24.5%,0.1%,-25.4%,-0.1%
9/18/2021,29460,"lakeland-winter haven, fl",88,26.5%,-49.1%,-21,-36.2%,3.4%,8.1%,-41.9%,0.2%
9/18/2021,37340,"palm bay-melbourne-titusville, fl",89,12.9%,-27.1%,-15,-26.8%,10.3%,4.4%,28.6%,3.5%
9/18/2021,32580,"mcallen-edinburg-mission, tx",90,19.4%,-8.5%,-25,-33.8%,-8.3%,0.0%,-8.9%,0.0%
9/18/2021,42540,"scranton--wilkes-barre--hazleton, pa",91,2.8%,-14.4%,-12,-21.4%,-2.4%,1.3%,-6.5%,0.5%
9/18/2021,25420,"harrisburg-carlisle, pa",92,-7.7%,-5.8%,11,28.9%,-8.3%,-0.3%,25.0%,2.1%
9/18/2021,49660,"youngstown-warren-boardman, oh-pa",93,-7.1%,-1.3%,-10,-17.9%,29.7%,2.9%,1.4%,0.0%
9/18/2021,12260,"augusta-richmond county, ga-sc",94,12.0%,-15.0%,-8,-15.4%,20.7%,3.7%,20.7%,1.4%
9/18/2021,44700,"stockton-lodi, ca",95,16.0%,29.9%,-7,-18.9%,2.1%,-3.9%,120.5%,3.7%
9/18/2021,16860,"chattanooga, tn-ga",96,0.6%,-17.2%,-14,-27.5%,49.6%,7.0%,16.2%,1.6%
9/18/2021,38860,"portland-south portland, me",97,5.9%,-23.7%,-3,-8.3%,-24.6%,-0.2%,-5.3%,1.1%
9/18/2021,20500,"durham-chapel hill, nc",98,4.7%,-36.3%,-28,-49.1%,8.1%,6.9%,-28.9%,0.2%
9/18/2021,44060,"spokane-spokane valley, wa",99,16.7%,5.2%,-10,-24.4%,29.0%,3.1%,49.4%,2.5%
9/18/2021,27140,"jackson, ms",100,-11.8%,-36.2%,-22,-30.1%,-15.0%,2.7%,-24.2%,0.8%
9/11/2021,35620,"new york-newark-jersey city, ny-nj-pa",1,-0.9%,-13.4%,-1,-1.7%,1.9%,1.4%,-29.3%,-0.8%
9/11/2021,31080,"los angeles-long beach-anaheim, ca",2,-2.0%,-20.9%,-1,-2.0%,-9.1%,1.6%,-21.7%,-0.1%
9/11/2021,16980,"chicago-naperville-elgin, il-in-wi",3,-3.7%,-17.1%,-3,-7.5%,0.9%,2.4%,-15.5%,-0.1%
9/11/2021,19100,"dallas-fort worth-arlington, tx",4,10.0%,-34.0%,-10,-22.2%,-0.8%,5.1%,-23.8%,0.6%
9/11/2021,37980,"philadelphia-camden-wilmington, pa-nj-de-md",5,-3.0%,-4.3%,2,4.7%,6.9%,1.3%,5.8%,0.6%
9/11/2021,47900,"washington-arlington-alexandria, dc-va-md-wv",6,-0.8%,15.6%,5,17.9%,16.6%,0.1%,63.3%,2.3%
9/11/2021,26420,"houston-the woodlands-sugar land, tx",7,8.2%,-20.0%,-12,-23.1%,-0.2%,2.1%,-6.5%,0.9%
9/11/2021,33100,"miami-fort lauderdale-west palm beach, fl",8,13.4%,-46.7%,-32,-34.4%,-15.9%,3.3%,-48.1%,-0.2%
9/11/2021,12060,"atlanta-sandy springs-roswell, ga",9,12.6%,-29.7%,-8,-18.2%,-14.2%,2.3%,-9.8%,1.5%
9/11/2021,14460,"boston-cambridge-newton, ma-nh",10,-0.7%,-19.1%,-5,-14.3%,-0.5%,3.5%,-30.7%,-1.2%
9/11/2021,41860,"san francisco-oakland-hayward, ca",11,-4.9%,-17.9%,-5,-14.3%,31.8%,7.5%,-38.2%,-1.7%
9/11/2021,19820,"detroit-warren-dearborn, mi",12,-5.5%,-11.2%,-8,-21.1%,3.9%,1.9%,4.8%,1.0%
9/11/2021,38060,"phoenix-mesa-scottsdale, az",13,11.8%,-14.0%,-6,-16.7%,5.1%,3.1%,-11.0%,0.0%
9/11/2021,42660,"seattle-tacoma-bellevue, wa",14,8.4%,-38.2%,-6,-17.1%,-14.3%,5.9%,-47.4%,-1.4%
9/11/2021,33460,"minneapolis-st. paul-bloomington, mn-wi",15,-1.0%,-8.6%,-1,-2.9%,2.4%,1.6%,14.1%,1.2%
9/11/2021,40140,"riverside-san bernardino-ontario, ca",16,16.7%,-2.0%,-6,-15.0%,2.0%,0.5%,53.5%,2.1%
9/11/2021,45300,"tampa-st. petersburg-clearwater, fl",17,22.7%,-38.9%,-14,-28.6%,-5.4%,5.6%,-30.9%,0.5%
9/11/2021,41740,"san diego-carlsbad, ca",18,5.1%,0.1%,5,13.9%,-8.8%,-1.3%,-16.1%,-0.9%
9/11/2021,41180,"st. louis, mo-il",19,0.0%,-13.9%,-12,-21.1%,-3.7%,1.2%,3.9%,1.1%
9/11/2021,19740,"denver-aurora-lakewood, co",20,14.3%,-28.4%,-13,-36.1%,11.1%,7.1%,-22.9%,-0.1%
9/11/2021,12580,"baltimore-columbia-towson, md",21,-1.4%,-2.3%,1,2.9%,13.0%,2.0%,16.8%,1.1%
9/11/2021,38300,"pittsburgh, pa",22,-5.8%,-11.1%,-8,-15.1%,12.9%,2.5%,7.2%,1.3%
9/11/2021,38900,"portland-vancouver-hillsboro, or-wa",23,9.8%,-16.3%,-7,-16.7%,34.3%,6.6%,14.8%,2.3%
9/11/2021,16740,"charlotte-concord-gastonia, nc-sc",24,5.2%,-26.8%,-10,-23.8%,3.6%,4.5%,2.8%,2.1%
9/11/2021,36740,"orlando-kissimmee-sanford, fl",25,16.9%,-46.4%,-19,-33.3%,-2.7%,6.5%,-34.6%,0.9%
9/11/2021,17460,"cleveland-elyria, oh",26,-9.1%,-1.8%,-6,-12.2%,1.7%,0.4%,7.2%,0.6%
9/11/2021,17140,"cincinnati, oh-ky-in",27,-1.6%,-3.2%,-4,-10.0%,-1.1%,0.3%,0.8%,0.3%
9/11/2021,41700,"san antonio-new braunfels, tx",28,12.3%,-25.9%,-12,-24.0%,12.2%,4.2%,-11.8%,0.9%
9/11/2021,40900,"sacramento--roseville--arden-arcade, ca",29,7.9%,-0.9%,-4,-11.8%,0.9%,0.3%,23.6%,1.3%
9/11/2021,28140,"kansas city, mo-ks",30,-4.4%,-2.2%,-7,-14.3%,10.8%,1.6%,-4.8%,-0.3%
9/11/2021,18140,"columbus, oh",31,-3.6%,-0.3%,-6,-19.4%,6.1%,1.0%,20.5%,1.6%
9/11/2021,26900,"indianapolis-carmel-anderson, in",32,-3.4%,-21.6%,-10,-21.7%,-5.0%,2.7%,-8.8%,1.0%
9/11/2021,29820,"las vegas-henderson-paradise, nv",33,24.6%,-32.4%,-11,-28.2%,-8.6%,3.1%,-24.3%,0.5%
9/11/2021,12420,"austin-round rock, tx",34,33.2%,-10.5%,-15,-34.9%,48.9%,6.5%,38.5%,2.7%
9/11/2021,34980,"nashville-davidson--murfreesboro--franklin, tn",35,12.3%,-42.8%,-10,-32.3%,-3.7%,7.3%,-30.4%,0.7%
9/11/2021,41940,"san jose-sunnyvale-santa clara, ca",36,4.3%,-20.8%,-4,-11.8%,22.4%,7.3%,-27.4%,-0.9%
9/11/2021,47260,"virginia beach-norfolk-newport news, va-nc",37,-4.5%,-18.3%,-10,-25.6%,-14.4%,0.5%,20.8%,1.8%
9/11/2021,33340,"milwaukee-waukesha-west allis, wi",38,-15.4%,7.4%,-6,-14.6%,31.3%,2.8%,17.6%,0.5%
9/11/2021,39300,"providence-warwick, ri-ma",39,2.7%,-10.4%,-9,-21.4%,-9.0%,0.2%,24.6%,1.5%
9/11/2021,27260,"jacksonville, fl",40,15.3%,-34.2%,-21,-35.6%,5.8%,4.9%,-13.7%,1.4%
9/11/2021,36420,"oklahoma city, ok",41,2.0%,-21.9%,-8,-16.3%,9.6%,3.4%,-6.7%,1.0%
9/11/2021,31140,"louisville/jefferson county, ky-in",42,-7.4%,-6.5%,-5,-14.3%,21.1%,3.5%,5.0%,0.6%
9/11/2021,32820,"memphis, tn-ms-ar",43,-6.0%,-14.9%,-10,-20.8%,5.9%,2.6%,-27.9%,-1.1%
9/11/2021,35380,"new orleans-metairie, la",44,4.6%,-8.2%,-5,-7.9%,-69.1%,-5.9%,-69.1%,-4.0%
9/11/2021,40060,"richmond, va",45,-1.4%,-18.4%,-9,-18.8%,8.7%,3.8%,-22.9%,-0.6%
9/11/2021,15380,"buffalo-cheektowaga-niagara falls, ny",46,-1.8%,-9.2%,2,5.1%,-8.6%,0.1%,0.0%,0.6%
9/11/2021,25540,"hartford-west hartford-east hartford, ct",47,13.3%,-56.4%,-4,-9.3%,-23.5%,5.8%,-26.3%,2.4%
9/11/2021,39580,"raleigh, nc",48,10.5%,-54.5%,-29,-61.7%,-3.1%,10.7%,-51.4%,-0.3%
9/11/2021,13820,"birmingham-hoover, al",49,-0.2%,-23.2%,-7,-13.7%,-8.7%,1.9%,-2.1%,1.2%
9/11/2021,40380,"rochester, ny",50,-2.2%,-21.7%,-7,-25.0%,5.4%,4.8%,-3.7%,0.7%
9/11/2021,46060,"tucson, az",51,12.8%,-6.0%,-11,-25.6%,20.1%,3.5%,18.2%,1.3%
9/11/2021,41620,"salt lake city, ut",52,14.6%,-4.2%,-10,-32.3%,26.8%,4.5%,33.6%,2.2%
9/11/2021,24340,"grand rapids-wyoming, mi",53,1.8%,-24.7%,-10,-21.7%,-5.2%,3.7%,-11.0%,0.6%
9/11/2021,46140,"tulsa, ok",54,-7.2%,-23.8%,-10,-20.4%,-9.1%,1.9%,-23.0%,-0.1%
9/11/2021,10580,"albany-schenectady-troy, ny",55,-1.5%,-25.6%,-1,-1.6%,-27.9%,-0.3%,-10.9%,1.1%
9/11/2021,10740,"albuquerque, nm",56,4.7%,-21.6%,-8,-18.6%,14.7%,4.9%,-9.6%,0.7%
9/11/2021,49340,"worcester, ma-ct",57,9.2%,-12.4%,-3,-9.4%,-6.6%,1.0%,17.9%,1.8%
9/11/2021,36540,"omaha-council bluffs, ne-ia",58,-3.5%,-16.9%,-12,-27.9%,17.8%,5.0%,12.3%,1.1%
9/11/2021,28940,"knoxville, tn",59,0.8%,-23.1%,-12,-23.5%,6.0%,3.9%,-3.0%,1.6%
9/11/2021,14860,"bridgeport-stamford-norwalk, ct",60,21.5%,-49.3%,4,7.1%,-20.2%,3.7%,-43.7%,0.3%
9/11/2021,24860,"greenville-anderson-mauldin, sc",61,19.0%,-37.7%,-14,-25.0%,11.7%,5.5%,-26.4%,0.7%
9/11/2021,35300,"new haven-milford, ct",62,16.1%,-53.3%,-4,-9.5%,-26.7%,4.5%,-1.0%,3.1%
9/11/2021,35840,"north port-sarasota-bradenton, fl",63,26.7%,-65.4%,-26,-40.0%,-21.0%,8.4%,-54.6%,1.2%
9/11/2021,19380,"dayton, oh",64,-0.7%,-3.4%,-7,-18.9%,-13.9%,-1.5%,15.0%,1.8%
9/11/2021,46520,"urban honolulu, hi",65,16.7%,-21.5%,-19,-29.2%,3.8%,1.7%,-49.5%,-0.9%
9/11/2021,10900,"allentown-bethlehem-easton, pa-nj",66,7.1%,-8.4%,1,2.8%,-13.0%,-0.7%,13.7%,1.2%
9/11/2021,12940,"baton rouge, la",67,7.8%,-45.3%,-17,-21.5%,-31.0%,1.5%,-51.7%,-0.7%
9/11/2021,17900,"columbia, sc",68,10.0%,-24.2%,-16,-39.0%,4.8%,3.8%,-7.2%,1.1%
9/11/2021,24660,"greensboro-high point, nc",69,-11.6%,-13.8%,-25,-41.7%,35.8%,6.0%,-15.0%,-0.6%
9/11/2021,23420,"fresno, ca",70,12.7%,13.0%,0,0.0%,4.9%,-1.1%,25.5%,0.6%
9/11/2021,30780,"little rock-north little rock-conway, ar",71,1.3%,-26.3%,-7,-15.6%,-6.4%,2.5%,-25.3%,-0.1%
9/11/2021,16700,"charleston-north charleston, sc",72,-2.7%,-46.3%,-27,-43.5%,-2.3%,6.0%,-30.7%,1.4%
9/11/2021,10420,"akron, oh",73,0.0%,4.3%,-7,-15.9%,11.7%,0.9%,26.9%,1.5%
9/11/2021,15980,"cape coral-fort myers, fl",74,22.4%,-62.5%,-31,-41.9%,-19.9%,7.2%,-46.2%,1.5%
9/11/2021,21340,"el paso, tx",75,12.7%,-23.9%,-6,-12.8%,-18.8%,0.7%,0.0%,0.7%
9/11/2021,37100,"oxnard-thousand oaks-ventura, ca",76,3.5%,-7.0%,21,110.5%,-7.1%,0.0%,29.6%,1.7%
9/11/2021,17820,"colorado springs, co",77,10.2%,-6.9%,-14,-40.0%,37.1%,6.2%,33.0%,2.0%
9/11/2021,31540,"madison, wi",78,4.2%,-10.8%,-10,-20.8%,13.1%,3.2%,-16.3%,-0.7%
9/11/2021,12540,"bakersfield, ca",79,5.5%,2.2%,0,0.0%,6.4%,0.5%,-24.8%,-1.8%
9/11/2021,45060,"syracuse, ny",80,-2.5%,-11.4%,-7,-10.8%,-16.0%,-0.6%,10.9%,1.3%
9/11/2021,49180,"winston-salem, nc",81,-8.4%,-20.5%,-14,-28.0%,41.5%,7.2%,-28.6%,-1.0%
9/11/2021,19660,"deltona-daytona beach-ormond beach, fl",82,20.4%,-34.7%,-23,-38.3%,2.0%,4.3%,-4.3%,1.8%
9/11/2021,48620,"wichita, ks",83,-8.7%,-10.3%,-6,-13.3%,8.8%,2.4%,-12.5%,-0.4%
9/11/2021,45780,"toledo, oh",84,-12.8%,2.6%,-8,-18.6%,19.1%,1.8%,8.0%,0.3%
9/11/2021,14260,"boise city, id",85,30.1%,123.4%,-5,-13.5%,73.7%,-3.6%,830.6%,9.9%
9/11/2021,44140,"springfield, ma",86,-4.4%,-16.1%,-11,-26.8%,-1.2%,2.4%,-5.8%,0.5%
9/11/2021,19780,"des moines-west des moines, ia",87,12.5%,-23.1%,-5,-8.8%,7.5%,3.1%,-27.4%,-1.0%
9/11/2021,29460,"lakeland-winter haven, fl",88,26.3%,-48.5%,-20,-34.5%,-7.6%,6.7%,-31.5%,1.2%
9/11/2021,37340,"palm bay-melbourne-titusville, fl",89,10.8%,-25.8%,-20,-35.1%,9.2%,4.2%,28.2%,3.4%
9/11/2021,32580,"mcallen-edinburg-mission, tx",90,18.8%,-6.1%,-28,-36.4%,53.9%,3.9%,15.2%,0.5%
9/11/2021,42540,"scranton--wilkes-barre--hazleton, pa",91,0.1%,-14.5%,-14,-25.0%,0.0%,1.5%,6.6%,1.2%
9/11/2021,25420,"harrisburg-carlisle, pa",92,-3.6%,-15.1%,3,7.5%,3.9%,2.5%,29.4%,2.6%
9/11/2021,49660,"youngstown-warren-boardman, oh-pa",93,-3.7%,-2.9%,-11,-20.0%,27.5%,2.8%,36.5%,2.1%
9/11/2021,12260,"augusta-richmond county, ga-sc",94,10.8%,-14.4%,-11,-20.4%,36.7%,4.9%,-16.2%,-0.3%
9/11/2021,44700,"stockton-lodi, ca",95,12.4%,34.2%,-7,-19.4%,28.7%,-0.7%,87.9%,1.8%
9/11/2021,16860,"chattanooga, tn-ga",96,-1.2%,-23.5%,-12,-24.5%,-6.5%,2.3%,-5.4%,1.1%
9/11/2021,38860,"portland-south portland, me",97,5.9%,-23.3%,-6,-16.2%,-15.4%,1.3%,11.3%,1.8%
9/11/2021,20500,"durham-chapel hill, nc",98,4.0%,-37.8%,-25,-44.6%,12.9%,7.7%,-55.2%,-2.0%
9/11/2021,44060,"spokane-spokane valley, wa",99,16.3%,-3.2%,-8,-20.5%,27.7%,4.2%,27.0%,1.6%
9/11/2021,27140,"jackson, ms",100,-11.1%,-37.4%,-21,-28.0%,-11.1%,2.8%,0.0%,2.6%
9/4/2021,35620,"new york-newark-jersey city, ny-nj-pa",1,-2.4%,-13.4%,0,0.0%,-38.6%,-2.2%,-25.5%,-0.4%
9/4/2021,31080,"los angeles-long beach-anaheim, ca",2,-3.5%,-21.9%,-2,-4.1%,-27.1%,-0.8%,-32.6%,-0.6%
9/4/2021,16980,"chicago-naperville-elgin, il-in-wi",3,-5.4%,-18.7%,-3,-7.1%,-15.2%,0.5%,-17.0%,0.1%
9/4/2021,19100,"dallas-fort worth-arlington, tx",4,10.1%,-34.7%,-12,-25.5%,-3.8%,5.2%,-37.6%,-0.8%
9/4/2021,37980,"philadelphia-camden-wilmington, pa-nj-de-md",5,-7.0%,-1.8%,2,4.4%,-6.8%,-0.6%,4.4%,0.5%
9/4/2021,47900,"washington-arlington-alexandria, dc-va-md-wv",6,-3.7%,9.9%,6,20.0%,-15.4%,-3.7%,46.7%,2.2%
